Fund Name,Date,NAV
SBI Arbitrage Opp Fund Reg (G),07-12-2021,26.9642
SBI Arbitrage Opp Fund Reg (G),08-12-2021,26.9726
SBI Arbitrage Opp Fund Reg (G),09-12-2021,26.9712
SBI Arbitrage Opp Fund Reg (G),10-12-2021,26.9733
SBI Arbitrage Opp Fund Reg (G),13-12-2021,26.9548
SBI Arbitrage Opp Fund Reg (G),14-12-2021,26.9822
SBI Arbitrage Opp Fund Reg (G),15-12-2021,26.9746
SBI Arbitrage Opp Fund Reg (G),16-12-2021,26.9752
SBI Arbitrage Opp Fund Reg (G),17-12-2021,27.0108
SBI Arbitrage Opp Fund Reg (G),20-12-2021,27.0261
SBI Arbitrage Opp Fund Reg (G),21-12-2021,27.0197
SBI Arbitrage Opp Fund Reg (G),22-12-2021,27.0076
SBI Arbitrage Opp Fund Reg (G),23-12-2021,27.0226
SBI Arbitrage Opp Fund Reg (G),24-12-2021,27.0362
SBI Arbitrage Opp Fund Reg (G),27-12-2021,27.0236
SBI Arbitrage Opp Fund Reg (G),28-12-2021,27.0321
SBI Arbitrage Opp Fund Reg (G),29-12-2021,27.039
SBI Arbitrage Opp Fund Reg (G),30-12-2021,27.0494
SBI Arbitrage Opp Fund Reg (G),31-12-2021,27.0282
SBI Arbitrage Opp Fund Reg (G),03-01-2022,27.0385
SBI Arbitrage Opp Fund Reg (G),04-01-2022,27.0537
SBI Arbitrage Opp Fund Reg (G),05-01-2022,27.0567
SBI Arbitrage Opp Fund Reg (G),06-01-2022,27.0582
SBI Arbitrage Opp Fund Reg (G),07-01-2022,27.0585
SBI Arbitrage Opp Fund Reg (G),10-01-2022,27.05
SBI Arbitrage Opp Fund Reg (G),11-01-2022,27.0675
SBI Arbitrage Opp Fund Reg (G),12-01-2022,27.0683
SBI Arbitrage Opp Fund Reg (G),13-01-2022,27.0664
SBI Arbitrage Opp Fund Reg (G),14-01-2022,27.0598
SBI Arbitrage Opp Fund Reg (G),17-01-2022,27.0679
SBI Arbitrage Opp Fund Reg (G),18-01-2022,27.1028
SBI Arbitrage Opp Fund Reg (G),19-01-2022,27.0736
SBI Arbitrage Opp Fund Reg (G),20-01-2022,27.0715
SBI Arbitrage Opp Fund Reg (G),21-01-2022,27.1188
SBI Arbitrage Opp Fund Reg (G),24-01-2022,27.1252
SBI Arbitrage Opp Fund Reg (G),25-01-2022,27.1183
SBI Arbitrage Opp Fund Reg (G),27-01-2022,27.1182
SBI Arbitrage Opp Fund Reg (G),28-01-2022,27.13
SBI Arbitrage Opp Fund Reg (G),31-01-2022,27.1366
SBI Arbitrage Opp Fund Reg (G),01-02-2022,27.1291
SBI Arbitrage Opp Fund Reg (G),02-02-2022,27.1374
SBI Arbitrage Opp Fund Reg (G),03-02-2022,27.1559
SBI Arbitrage Opp Fund Reg (G),04-02-2022,27.1615
SBI Arbitrage Opp Fund Reg (G),07-02-2022,27.1676
SBI Arbitrage Opp Fund Reg (G),08-02-2022,27.1588
SBI Arbitrage Opp Fund Reg (G),09-02-2022,27.1528
SBI Arbitrage Opp Fund Reg (G),10-02-2022,27.1616
SBI Arbitrage Opp Fund Reg (G),11-02-2022,27.2022
SBI Arbitrage Opp Fund Reg (G),14-02-2022,27.2091
SBI Arbitrage Opp Fund Reg (G),15-02-2022,27.1961
SBI Arbitrage Opp Fund Reg (G),16-02-2022,27.2099
SBI Arbitrage Opp Fund Reg (G),17-02-2022,27.2246
SBI Arbitrage Opp Fund Reg (G),18-02-2022,27.226
SBI Arbitrage Opp Fund Reg (G),21-02-2022,27.222
SBI Arbitrage Opp Fund Reg (G),22-02-2022,27.2365
SBI Arbitrage Opp Fund Reg (G),23-02-2022,27.2145
SBI Arbitrage Opp Fund Reg (G),24-02-2022,27.2594
SBI Arbitrage Opp Fund Reg (G),25-02-2022,27.2676
SBI Arbitrage Opp Fund Reg (G),28-02-2022,27.2651
SBI Arbitrage Opp Fund Reg (G),02-03-2022,27.2562
SBI Arbitrage Opp Fund Reg (G),03-03-2022,27.2682
SBI Arbitrage Opp Fund Reg (G),04-03-2022,27.2696
SBI Arbitrage Opp Fund Reg (G),07-03-2022,27.2621
SBI Arbitrage Opp Fund Reg (G),08-03-2022,27.261
SBI Arbitrage Opp Fund Reg (G),09-03-2022,27.2405
SBI Arbitrage Opp Fund Reg (G),10-03-2022,27.2456
SBI Arbitrage Opp Fund Reg (G),11-03-2022,27.2355
SBI Arbitrage Opp Fund Reg (G),14-03-2022,27.2415
SBI Arbitrage Opp Fund Reg (G),15-03-2022,27.2633
SBI Arbitrage Opp Fund Reg (G),16-03-2022,27.2369
SBI Arbitrage Opp Fund Reg (G),17-03-2022,27.2536
SBI Arbitrage Opp Fund Reg (G),21-03-2022,27.2464
SBI Arbitrage Opp Fund Reg (G),22-03-2022,27.2408
SBI Arbitrage Opp Fund Reg (G),23-03-2022,27.2585
SBI Arbitrage Opp Fund Reg (G),24-03-2022,27.2632
SBI Arbitrage Opp Fund Reg (G),25-03-2022,27.2656
SBI Arbitrage Opp Fund Reg (G),28-03-2022,27.2644
SBI Arbitrage Opp Fund Reg (G),29-03-2022,27.2669
SBI Arbitrage Opp Fund Reg (G),30-03-2022,27.2883
SBI Arbitrage Opp Fund Reg (G),31-03-2022,27.2784
SBI Arbitrage Opp Fund Reg (G),01-04-2022,27.292
SBI Arbitrage Opp Fund Reg (G),04-04-2022,27.2964
SBI Arbitrage Opp Fund Reg (G),05-04-2022,27.3059
SBI Arbitrage Opp Fund Reg (G),06-04-2022,27.3092
SBI Arbitrage Opp Fund Reg (G),07-04-2022,27.2919
SBI Arbitrage Opp Fund Reg (G),08-04-2022,27.298
SBI Arbitrage Opp Fund Reg (G),11-04-2022,27.3288
SBI Arbitrage Opp Fund Reg (G),12-04-2022,27.3376
SBI Arbitrage Opp Fund Reg (G),13-04-2022,27.3419
SBI Arbitrage Opp Fund Reg (G),18-04-2022,27.338
SBI Arbitrage Opp Fund Reg (G),19-04-2022,27.3878
SBI Arbitrage Opp Fund Reg (G),20-04-2022,27.3642
SBI Arbitrage Opp Fund Reg (G),21-04-2022,27.3612
SBI Arbitrage Opp Fund Reg (G),22-04-2022,27.3999
SBI Arbitrage Opp Fund Reg (G),25-04-2022,27.4043
SBI Arbitrage Opp Fund Reg (G),26-04-2022,27.4014
SBI Arbitrage Opp Fund Reg (G),27-04-2022,27.3862
SBI Arbitrage Opp Fund Reg (G),28-04-2022,27.413
SBI Arbitrage Opp Fund Reg (G),29-04-2022,27.4021
SBI Arbitrage Opp Fund Reg (G),02-05-2022,27.4187
SBI Arbitrage Opp Fund Reg (G),04-05-2022,27.4055
SBI Arbitrage Opp Fund Reg (G),05-05-2022,27.4061
SBI Arbitrage Opp Fund Reg (G),06-05-2022,27.4068
SBI Arbitrage Opp Fund Reg (G),09-05-2022,27.4167
SBI Arbitrage Opp Fund Reg (G),10-05-2022,27.4186
SBI Arbitrage Opp Fund Reg (G),11-05-2022,27.4062
SBI Arbitrage Opp Fund Reg (G),12-05-2022,27.438
SBI Arbitrage Opp Fund Reg (G),13-05-2022,27.4524
SBI Arbitrage Opp Fund Reg (G),16-05-2022,27.4359
SBI Arbitrage Opp Fund Reg (G),17-05-2022,27.4417
SBI Arbitrage Opp Fund Reg (G),18-05-2022,27.4579
SBI Arbitrage Opp Fund Reg (G),19-05-2022,27.4711
SBI Arbitrage Opp Fund Reg (G),20-05-2022,27.4515
SBI Arbitrage Opp Fund Reg (G),23-05-2022,27.4734
SBI Arbitrage Opp Fund Reg (G),24-05-2022,27.4702
SBI Arbitrage Opp Fund Reg (G),25-05-2022,27.48
SBI Arbitrage Opp Fund Reg (G),26-05-2022,27.4816
SBI Arbitrage Opp Fund Reg (G),27-05-2022,27.4868
SBI Arbitrage Opp Fund Reg (G),30-05-2022,27.4893
SBI Arbitrage Opp Fund Reg (G),31-05-2022,27.4942
SBI Arbitrage Opp Fund Reg (G),01-06-2022,27.4916
SBI Arbitrage Opp Fund Reg (G),02-06-2022,27.4859
SBI Arbitrage Opp Fund Reg (G),03-06-2022,27.4704
SBI Arbitrage Opp Fund Reg (G),06-06-2022,27.4668
SBI Arbitrage Opp Fund Reg (G),07-06-2022,27.4776
SBI Arbitrage Opp Fund Reg (G),08-06-2022,27.4861
SBI Arbitrage Opp Fund Reg (G),09-06-2022,27.4905
SBI Arbitrage Opp Fund Reg (G),10-06-2022,27.4904
SBI Arbitrage Opp Fund Reg (G),13-06-2022,27.5148
SBI Arbitrage Opp Fund Reg (G),14-06-2022,27.5073
SBI Arbitrage Opp Fund Reg (G),15-06-2022,27.5065
SBI Arbitrage Opp Fund Reg (G),16-06-2022,27.5335
SBI Arbitrage Opp Fund Reg (G),17-06-2022,27.5065
SBI Arbitrage Opp Fund Reg (G),20-06-2022,27.5355
SBI Arbitrage Opp Fund Reg (G),21-06-2022,27.526
SBI Arbitrage Opp Fund Reg (G),22-06-2022,27.5437
SBI Arbitrage Opp Fund Reg (G),23-06-2022,27.5204
SBI Arbitrage Opp Fund Reg (G),24-06-2022,27.5236
SBI Arbitrage Opp Fund Reg (G),27-06-2022,27.5365
SBI Arbitrage Opp Fund Reg (G),28-06-2022,27.5372
SBI Arbitrage Opp Fund Reg (G),29-06-2022,27.5539
SBI Arbitrage Opp Fund Reg (G),30-06-2022,27.5944
SBI Arbitrage Opp Fund Reg (G),01-07-2022,27.5604
SBI Arbitrage Opp Fund Reg (G),04-07-2022,27.5585
SBI Arbitrage Opp Fund Reg (G),05-07-2022,27.5961
SBI Arbitrage Opp Fund Reg (G),06-07-2022,27.5763
SBI Arbitrage Opp Fund Reg (G),07-07-2022,27.5663
SBI Arbitrage Opp Fund Reg (G),08-07-2022,27.5782
SBI Arbitrage Opp Fund Reg (G),11-07-2022,27.5881
SBI Arbitrage Opp Fund Reg (G),12-07-2022,27.5955
SBI Arbitrage Opp Fund Reg (G),13-07-2022,27.5646
SBI Arbitrage Opp Fund Reg (G),14-07-2022,27.5912
SBI Arbitrage Opp Fund Reg (G),15-07-2022,27.5815
SBI Arbitrage Opp Fund Reg (G),18-07-2022,27.5764
SBI Arbitrage Opp Fund Reg (G),19-07-2022,27.5855
SBI Arbitrage Opp Fund Reg (G),20-07-2022,27.6035
SBI Arbitrage Opp Fund Reg (G),21-07-2022,27.6154
SBI Arbitrage Opp Fund Reg (G),22-07-2022,27.6124
SBI Arbitrage Opp Fund Reg (G),25-07-2022,27.6059
SBI Arbitrage Opp Fund Reg (G),26-07-2022,27.6105
SBI Arbitrage Opp Fund Reg (G),27-07-2022,27.6007
SBI Arbitrage Opp Fund Reg (G),28-07-2022,27.5989
SBI Arbitrage Opp Fund Reg (G),29-07-2022,27.5845
SBI Arbitrage Opp Fund Reg (G),01-08-2022,27.5999
SBI Arbitrage Opp Fund Reg (G),02-08-2022,27.627
SBI Arbitrage Opp Fund Reg (G),03-08-2022,27.6271
SBI Arbitrage Opp Fund Reg (G),04-08-2022,27.6302
SBI Arbitrage Opp Fund Reg (G),05-08-2022,27.6278
SBI Arbitrage Opp Fund Reg (G),08-08-2022,27.6279
SBI Arbitrage Opp Fund Reg (G),10-08-2022,27.6295
SBI Arbitrage Opp Fund Reg (G),11-08-2022,27.6415
SBI Arbitrage Opp Fund Reg (G),12-08-2022,27.648
SBI Arbitrage Opp Fund Reg (G),16-08-2022,27.6435
SBI Arbitrage Opp Fund Reg (G),17-08-2022,27.6538
SBI Arbitrage Opp Fund Reg (G),18-08-2022,27.6597
SBI Arbitrage Opp Fund Reg (G),19-08-2022,27.6944
SBI Arbitrage Opp Fund Reg (G),22-08-2022,27.7032
SBI Arbitrage Opp Fund Reg (G),23-08-2022,27.6747
SBI Arbitrage Opp Fund Reg (G),24-08-2022,27.682
SBI Arbitrage Opp Fund Reg (G),25-08-2022,27.7007
SBI Arbitrage Opp Fund Reg (G),26-08-2022,27.6866
SBI Arbitrage Opp Fund Reg (G),29-08-2022,27.7247
SBI Arbitrage Opp Fund Reg (G),30-08-2022,27.7205
SBI Arbitrage Opp Fund Reg (G),01-09-2022,27.7246
SBI Arbitrage Opp Fund Reg (G),02-09-2022,27.7503
SBI Arbitrage Opp Fund Reg (G),05-09-2022,27.7382
SBI Arbitrage Opp Fund Reg (G),06-09-2022,27.7358
SBI Arbitrage Opp Fund Reg (G),07-09-2022,27.7376
SBI Arbitrage Opp Fund Reg (G),08-09-2022,27.7477
SBI Arbitrage Opp Fund Reg (G),09-09-2022,27.7489
SBI Arbitrage Opp Fund Reg (G),12-09-2022,27.7419
SBI Arbitrage Opp Fund Reg (G),13-09-2022,27.7591
SBI Arbitrage Opp Fund Reg (G),14-09-2022,27.7638
SBI Arbitrage Opp Fund Reg (G),15-09-2022,27.7738
SBI Arbitrage Opp Fund Reg (G),16-09-2022,27.7831
SBI Arbitrage Opp Fund Reg (G),19-09-2022,27.8064
SBI Arbitrage Opp Fund Reg (G),20-09-2022,27.7996
SBI Arbitrage Opp Fund Reg (G),21-09-2022,27.8127
SBI Arbitrage Opp Fund Reg (G),22-09-2022,27.7877
SBI Arbitrage Opp Fund Reg (G),23-09-2022,27.8345
SBI Arbitrage Opp Fund Reg (G),26-09-2022,27.8338
SBI Arbitrage Opp Fund Reg (G),27-09-2022,27.8195
SBI Arbitrage Opp Fund Reg (G),28-09-2022,27.8525
SBI Arbitrage Opp Fund Reg (G),29-09-2022,27.8491
SBI Arbitrage Opp Fund Reg (G),30-09-2022,27.849
SBI Arbitrage Opp Fund Reg (G),03-10-2022,27.8894
SBI Arbitrage Opp Fund Reg (G),04-10-2022,27.8607
SBI Arbitrage Opp Fund Reg (G),06-10-2022,27.8769
SBI Arbitrage Opp Fund Reg (G),07-10-2022,27.8765
SBI Arbitrage Opp Fund Reg (G),10-10-2022,27.89
SBI Arbitrage Opp Fund Reg (G),11-10-2022,27.9143
SBI Arbitrage Opp Fund Reg (G),12-10-2022,27.8934
SBI Arbitrage Opp Fund Reg (G),13-10-2022,27.9103
SBI Arbitrage Opp Fund Reg (G),14-10-2022,27.9092
SBI Arbitrage Opp Fund Reg (G),17-10-2022,27.9171
SBI Arbitrage Opp Fund Reg (G),18-10-2022,27.9103
SBI Arbitrage Opp Fund Reg (G),19-10-2022,27.9361
SBI Arbitrage Opp Fund Reg (G),20-10-2022,27.9375
SBI Arbitrage Opp Fund Reg (G),21-10-2022,27.9414
SBI Arbitrage Opp Fund Reg (G),25-10-2022,27.9394
SBI Arbitrage Opp Fund Reg (G),27-10-2022,27.9287
SBI Arbitrage Opp Fund Reg (G),28-10-2022,27.9586
SBI Arbitrage Opp Fund Reg (G),31-10-2022,27.9535
SBI Arbitrage Opp Fund Reg (G),01-11-2022,27.9453
SBI Arbitrage Opp Fund Reg (G),02-11-2022,27.9597
SBI Arbitrage Opp Fund Reg (G),03-11-2022,27.9466
SBI Arbitrage Opp Fund Reg (G),04-11-2022,27.9401
SBI Arbitrage Opp Fund Reg (G),07-11-2022,27.9591
SBI Arbitrage Opp Fund Reg (G),09-11-2022,27.9553
SBI Arbitrage Opp Fund Reg (G),10-11-2022,27.9595
SBI Arbitrage Opp Fund Reg (G),11-11-2022,27.9533
SBI Arbitrage Opp Fund Reg (G),14-11-2022,27.9703
SBI Arbitrage Opp Fund Reg (G),15-11-2022,27.9734
SBI Arbitrage Opp Fund Reg (G),16-11-2022,28.0061
SBI Arbitrage Opp Fund Reg (G),17-11-2022,28.0074
SBI Arbitrage Opp Fund Reg (G),18-11-2022,28.0116
SBI Arbitrage Opp Fund Reg (G),21-11-2022,28.0336
SBI Arbitrage Opp Fund Reg (G),22-11-2022,28.0293
SBI Arbitrage Opp Fund Reg (G),23-11-2022,28.0333
SBI Arbitrage Opp Fund Reg (G),24-11-2022,28.0365
SBI Arbitrage Opp Fund Reg (G),25-11-2022,28.0238
SBI Arbitrage Opp Fund Reg (G),28-11-2022,28.0492
SBI Arbitrage Opp Fund Reg (G),29-11-2022,28.0695
SBI Arbitrage Opp Fund Reg (G),30-11-2022,28.073
SBI Arbitrage Opp Fund Reg (G),01-12-2022,28.0632
SBI Arbitrage Opp Fund Reg (G),02-12-2022,28.0697
SBI Arbitrage Opp Fund Reg (G),05-12-2022,28.0654
SBI Arbitrage Opp Fund Reg (G),06-12-2022,28.0658
SBI Arbitrage Opp Fund Reg (G),07-12-2022,28.0861
SBI Arbitrage Opp Fund Reg (G),08-12-2022,28.076
SBI Arbitrage Opp Fund Reg (G),09-12-2022,28.1081
SBI Arbitrage Opp Fund Reg (G),12-12-2022,28.0916
SBI Arbitrage Opp Fund Reg (G),13-12-2022,28.1034
SBI Arbitrage Opp Fund Reg (G),14-12-2022,28.117
SBI Arbitrage Opp Fund Reg (G),15-12-2022,28.1704
SBI Arbitrage Opp Fund Reg (G),16-12-2022,28.176
SBI Arbitrage Opp Fund Reg (G),19-12-2022,28.1488
SBI Arbitrage Opp Fund Reg (G),20-12-2022,28.1805
SBI Arbitrage Opp Fund Reg (G),21-12-2022,28.1857
SBI Arbitrage Opp Fund Reg (G),22-12-2022,28.1987
SBI Arbitrage Opp Fund Reg (G),23-12-2022,28.2203
SBI Arbitrage Opp Fund Reg (G),26-12-2022,28.2418
SBI Arbitrage Opp Fund Reg (G),27-12-2022,28.2477
SBI Arbitrage Opp Fund Reg (G),28-12-2022,28.258
SBI Arbitrage Opp Fund Reg (G),29-12-2022,28.2768
SBI Arbitrage Opp Fund Reg (G),30-12-2022,28.2743
SBI Arbitrage Opp Fund Reg (G),02-01-2023,28.2861
SBI Arbitrage Opp Fund Reg (G),03-01-2023,28.2884
SBI Arbitrage Opp Fund Reg (G),04-01-2023,28.3139
SBI Arbitrage Opp Fund Reg (G),05-01-2023,28.3073
SBI Arbitrage Opp Fund Reg (G),06-01-2023,28.3102
SBI Arbitrage Opp Fund Reg (G),09-01-2023,28.3126
SBI Arbitrage Opp Fund Reg (G),10-01-2023,28.3262
SBI Arbitrage Opp Fund Reg (G),11-01-2023,28.3191
SBI Arbitrage Opp Fund Reg (G),12-01-2023,28.3342
SBI Arbitrage Opp Fund Reg (G),13-01-2023,28.331
SBI Arbitrage Opp Fund Reg (G),16-01-2023,28.3561
SBI Arbitrage Opp Fund Reg (G),17-01-2023,28.3712
SBI Arbitrage Opp Fund Reg (G),18-01-2023,28.3774
SBI Arbitrage Opp Fund Reg (G),19-01-2023,28.4043
SBI Arbitrage Opp Fund Reg (G),20-01-2023,28.4026
SBI Arbitrage Opp Fund Reg (G),23-01-2023,28.3996
SBI Arbitrage Opp Fund Reg (G),24-01-2023,28.4151
SBI Arbitrage Opp Fund Reg (G),25-01-2023,28.4291
SBI Arbitrage Opp Fund Reg (G),27-01-2023,28.437
SBI Arbitrage Opp Fund Reg (G),30-01-2023,28.4303
SBI Arbitrage Opp Fund Reg (G),31-01-2023,28.3971
SBI Arbitrage Opp Fund Reg (G),01-02-2023,28.4703
SBI Arbitrage Opp Fund Reg (G),02-02-2023,28.4514
SBI Arbitrage Opp Fund Reg (G),03-02-2023,28.4783
SBI Arbitrage Opp Fund Reg (G),06-02-2023,28.4908
SBI Arbitrage Opp Fund Reg (G),07-02-2023,28.485
SBI Arbitrage Opp Fund Reg (G),08-02-2023,28.4969
SBI Arbitrage Opp Fund Reg (G),09-02-2023,28.4949
SBI Arbitrage Opp Fund Reg (G),10-02-2023,28.5172
SBI Arbitrage Opp Fund Reg (G),13-02-2023,28.5242
SBI Arbitrage Opp Fund Reg (G),14-02-2023,28.5338
SBI Arbitrage Opp Fund Reg (G),15-02-2023,28.5404
SBI Arbitrage Opp Fund Reg (G),16-02-2023,28.5372
SBI Arbitrage Opp Fund Reg (G),17-02-2023,28.5631
SBI Arbitrage Opp Fund Reg (G),20-02-2023,28.5571
SBI Arbitrage Opp Fund Reg (G),21-02-2023,28.5725
SBI Arbitrage Opp Fund Reg (G),22-02-2023,28.5863
SBI Arbitrage Opp Fund Reg (G),23-02-2023,28.5824
SBI Arbitrage Opp Fund Reg (G),24-02-2023,28.5915
SBI Arbitrage Opp Fund Reg (G),27-02-2023,28.5933
SBI Arbitrage Opp Fund Reg (G),28-02-2023,28.5974
SBI Arbitrage Opp Fund Reg (G),01-03-2023,28.5999
SBI Arbitrage Opp Fund Reg (G),02-03-2023,28.6049
SBI Arbitrage Opp Fund Reg (G),03-03-2023,28.6048
SBI Arbitrage Opp Fund Reg (G),06-03-2023,28.6286
SBI Arbitrage Opp Fund Reg (G),08-03-2023,28.6393
SBI Arbitrage Opp Fund Reg (G),09-03-2023,28.6388
SBI Arbitrage Opp Fund Reg (G),10-03-2023,28.6476
SBI Arbitrage Opp Fund Reg (G),13-03-2023,28.6695
SBI Arbitrage Opp Fund Reg (G),14-03-2023,28.6255
SBI Arbitrage Opp Fund Reg (G),15-03-2023,28.657
SBI Arbitrage Opp Fund Reg (G),16-03-2023,28.631
SBI Arbitrage Opp Fund Reg (G),17-03-2023,28.6347
SBI Arbitrage Opp Fund Reg (G),20-03-2023,28.6707
SBI Arbitrage Opp Fund Reg (G),21-03-2023,28.6616
SBI Arbitrage Opp Fund Reg (G),22-03-2023,28.6931
SBI Arbitrage Opp Fund Reg (G),23-03-2023,28.7157
SBI Arbitrage Opp Fund Reg (G),24-03-2023,28.7326
SBI Arbitrage Opp Fund Reg (G),27-03-2023,28.7032
SBI Arbitrage Opp Fund Reg (G),28-03-2023,28.7177
SBI Arbitrage Opp Fund Reg (G),29-03-2023,28.7156
SBI Arbitrage Opp Fund Reg (G),31-03-2023,28.7618
SBI Arbitrage Opp Fund Reg (G),03-04-2023,28.7744
SBI Arbitrage Opp Fund Reg (G),05-04-2023,28.7973
SBI Arbitrage Opp Fund Reg (G),06-04-2023,28.8189
SBI Arbitrage Opp Fund Reg (G),10-04-2023,28.8168
SBI Arbitrage Opp Fund Reg (G),11-04-2023,28.8215
SBI Arbitrage Opp Fund Reg (G),12-04-2023,28.8383
SBI Arbitrage Opp Fund Reg (G),13-04-2023,28.8462
SBI Arbitrage Opp Fund Reg (G),17-04-2023,28.8402
SBI Arbitrage Opp Fund Reg (G),18-04-2023,28.8587
SBI Arbitrage Opp Fund Reg (G),19-04-2023,28.8769
SBI Arbitrage Opp Fund Reg (G),20-04-2023,28.8717
SBI Arbitrage Opp Fund Reg (G),21-04-2023,28.886
SBI Arbitrage Opp Fund Reg (G),24-04-2023,28.8976
SBI Arbitrage Opp Fund Reg (G),25-04-2023,28.9048
SBI Arbitrage Opp Fund Reg (G),26-04-2023,28.921
SBI Arbitrage Opp Fund Reg (G),27-04-2023,28.9244
SBI Arbitrage Opp Fund Reg (G),28-04-2023,28.9384
SBI Arbitrage Opp Fund Reg (G),02-05-2023,28.9416
SBI Arbitrage Opp Fund Reg (G),03-05-2023,28.9471
SBI Arbitrage Opp Fund Reg (G),04-05-2023,28.9702
SBI Arbitrage Opp Fund Reg (G),05-05-2023,28.9858
SBI Arbitrage Opp Fund Reg (G),08-05-2023,28.9676
SBI Arbitrage Opp Fund Reg (G),09-05-2023,28.9938
SBI Arbitrage Opp Fund Reg (G),10-05-2023,29.0021
SBI Arbitrage Opp Fund Reg (G),11-05-2023,29.0012
SBI Arbitrage Opp Fund Reg (G),12-05-2023,29.0222
SBI Arbitrage Opp Fund Reg (G),15-05-2023,29.0208
SBI Arbitrage Opp Fund Reg (G),16-05-2023,29.0449
SBI Arbitrage Opp Fund Reg (G),17-05-2023,29.0461
SBI Arbitrage Opp Fund Reg (G),18-05-2023,29.0635
SBI Arbitrage Opp Fund Reg (G),19-05-2023,29.0782
SBI Arbitrage Opp Fund Reg (G),22-05-2023,29.0766
SBI Arbitrage Opp Fund Reg (G),23-05-2023,29.0902
SBI Arbitrage Opp Fund Reg (G),24-05-2023,29.0983
SBI Arbitrage Opp Fund Reg (G),25-05-2023,29.0992
SBI Arbitrage Opp Fund Reg (G),26-05-2023,29.1076
SBI Arbitrage Opp Fund Reg (G),29-05-2023,29.1129
SBI Arbitrage Opp Fund Reg (G),30-05-2023,29.1238
SBI Arbitrage Opp Fund Reg (G),31-05-2023,29.1463
SBI Arbitrage Opp Fund Reg (G),01-06-2023,29.1574
SBI Arbitrage Opp Fund Reg (G),02-06-2023,29.1408
SBI Arbitrage Opp Fund Reg (G),05-06-2023,29.152
SBI Arbitrage Opp Fund Reg (G),06-06-2023,29.1722
SBI Arbitrage Opp Fund Reg (G),07-06-2023,29.1664
SBI Arbitrage Opp Fund Reg (G),08-06-2023,29.1909
SBI Arbitrage Opp Fund Reg (G),09-06-2023,29.2057
SBI Arbitrage Opp Fund Reg (G),12-06-2023,29.1881
SBI Arbitrage Opp Fund Reg (G),13-06-2023,29.205
SBI Arbitrage Opp Fund Reg (G),14-06-2023,29.2179
SBI Arbitrage Opp Fund Reg (G),15-06-2023,29.2379
SBI Arbitrage Opp Fund Reg (G),16-06-2023,29.221
SBI Arbitrage Opp Fund Reg (G),19-06-2023,29.225
SBI Arbitrage Opp Fund Reg (G),20-06-2023,29.2498
SBI Arbitrage Opp Fund Reg (G),21-06-2023,29.2728
SBI Arbitrage Opp Fund Reg (G),22-06-2023,29.2904
SBI Arbitrage Opp Fund Reg (G),23-06-2023,29.3031
SBI Arbitrage Opp Fund Reg (G),26-06-2023,29.2982
SBI Arbitrage Opp Fund Reg (G),27-06-2023,29.3201
SBI Arbitrage Opp Fund Reg (G),28-06-2023,29.3272
SBI Arbitrage Opp Fund Reg (G),30-06-2023,29.3326
SBI Arbitrage Opp Fund Reg (G),03-07-2023,29.3342
SBI Arbitrage Opp Fund Reg (G),04-07-2023,29.3532
SBI Arbitrage Opp Fund Reg (G),05-07-2023,29.3549
SBI Arbitrage Opp Fund Reg (G),06-07-2023,29.3602
SBI Arbitrage Opp Fund Reg (G),07-07-2023,29.3658
SBI Arbitrage Opp Fund Reg (G),10-07-2023,29.3771
SBI Arbitrage Opp Fund Reg (G),11-07-2023,29.3851
SBI Arbitrage Opp Fund Reg (G),12-07-2023,29.3921
SBI Arbitrage Opp Fund Reg (G),13-07-2023,29.4153
SBI Arbitrage Opp Fund Reg (G),14-07-2023,29.4145
SBI Arbitrage Opp Fund Reg (G),17-07-2023,29.4217
SBI Arbitrage Opp Fund Reg (G),18-07-2023,29.4345
SBI Arbitrage Opp Fund Reg (G),19-07-2023,29.426
SBI Arbitrage Opp Fund Reg (G),20-07-2023,29.4471
SBI Arbitrage Opp Fund Reg (G),21-07-2023,29.4448
SBI Arbitrage Opp Fund Reg (G),24-07-2023,29.4575
SBI Arbitrage Opp Fund Reg (G),25-07-2023,29.4506
SBI Arbitrage Opp Fund Reg (G),26-07-2023,29.4684
SBI Arbitrage Opp Fund Reg (G),27-07-2023,29.4478
SBI Arbitrage Opp Fund Reg (G),28-07-2023,29.4648
SBI Arbitrage Opp Fund Reg (G),31-07-2023,29.4699
SBI Arbitrage Opp Fund Reg (G),01-08-2023,29.4935
SBI Arbitrage Opp Fund Reg (G),02-08-2023,29.5123
SBI Arbitrage Opp Fund Reg (G),03-08-2023,29.4999
SBI Arbitrage Opp Fund Reg (G),04-08-2023,29.526
SBI Arbitrage Opp Fund Reg (G),07-08-2023,29.5247
SBI Arbitrage Opp Fund Reg (G),08-08-2023,29.5409
SBI Arbitrage Opp Fund Reg (G),09-08-2023,29.5532
SBI Arbitrage Opp Fund Reg (G),10-08-2023,29.5663
SBI Arbitrage Opp Fund Reg (G),11-08-2023,29.5675
SBI Arbitrage Opp Fund Reg (G),14-08-2023,29.6014
SBI Arbitrage Opp Fund Reg (G),16-08-2023,29.6096
SBI Arbitrage Opp Fund Reg (G),17-08-2023,29.6093
SBI Arbitrage Opp Fund Reg (G),18-08-2023,29.6326
SBI Arbitrage Opp Fund Reg (G),21-08-2023,29.6244
SBI Arbitrage Opp Fund Reg (G),22-08-2023,29.6417
